Regex,Alfabeto,Estados de aceptación,Estados,Transiciones,Error
[JFC]+,C F J [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --J--> S2 | S2 --F--> S3 | S3 --C--> S4 | S4 --]--> S5 | S5 --]--> S5,
K*L+F+EJ+,E F J K L,S3,S0 S1 S2 S3 S4 S5,S1 --K--> S1 | S1 --L--> S4 | S2 --K--> S1 | S2 --L--> S4 | S4 --F--> S5 | S4 --L--> S4 | S5 --E--> S0 | S5 --F--> S5 | S0 --J--> S3 | S3 --J--> S3,
K|AK+F*B+B+|C+EF+,A B C E F K,S2 S9 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S4 --A--> S0 | S4 --C--> S6 | S4 --K--> S2 | S0 --K--> S8 | S8 --B--> S5 | S8 --F--> S3 | S8 --K--> S8 | S3 --B--> S5 | S3 --F--> S3 | S5 --B--> S9 | S9 --B--> S9 | S6 --C--> S6 | S6 --E--> S1 | S1 --F--> S7 | S7 --F--> S7,
[HCI],C H I [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --H--> S3 | S3 --C--> S4 | S4 --I--> S5 | S5 --]--> S1,
[LKECD]+,C D E K L [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --L--> S2 | S2 --K--> S3 | S3 --E--> S4 | S4 --C--> S5 | S5 --D--> S6 | S6 --]--> S7 | S7 --]--> S7,
K+FE+AD*,A D E F K,S3 S2,S0 S1 S2 S3 S4 S5,S0 --K--> S4 | S4 --F--> S1 | S4 --K--> S4 | S1 --E--> S5 | S5 --A--> S3 | S5 --E--> S5 | S3 --D--> S2 | S2 --D--> S2,
[LCKEAI],A C E I K L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --L--> S3 | S3 --C--> S4 | S4 --K--> S5 | S5 --E--> S6 | S6 --A--> S7 | S7 --I--> S8 | S8 --]--> S1,
[GEBLK],B E G K L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --G--> S3 | S3 --E--> S4 | S4 --B--> S5 | S5 --L--> S6 | S6 --K--> S7 | S7 --]--> S1,
FL|KA+|AAA+,A F K L,S4 S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S5 --A--> S2 | S5 --F--> S0 | S5 --K--> S1 | S0 --L--> S4 | S1 --A--> S7 | S7 --A--> S7 | S2 --A--> S3 | S3 --A--> S6 | S6 --A--> S6,
[FHDBC],B C D F H [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --F--> S3 | S3 --H--> S4 | S4 --D--> S5 | S5 --B--> S6 | S6 --C--> S7 | S7 --]--> S1,
H+E*IE+|LJ,E H I J L,S5 S2,S0 S1 S2 S3 S4 S5 S6,S6 --E--> S4 | S6 --H--> S6 | S6 --I--> S0 | S3 --H--> S6 | S3 --L--> S1 | S4 --E--> S4 | S4 --I--> S0 | S0 --E--> S5 | S5 --E--> S5 | S1 --J--> S2,
[GJLID],D G I J L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --G--> S3 | S3 --J--> S4 | S4 --L--> S5 | S5 --I--> S6 | S6 --D--> S7 | S7 --]--> S1,
[BCL]+,B C L [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --B--> S2 | S2 --C--> S3 | S3 --L--> S4 | S4 --]--> S5 | S5 --]--> S5,
B+H+DC,B C D H,S1,S0 S1 S2 S3 S4,S0 --B--> S3 | S3 --B--> S3 | S3 --H--> S4 | S4 --D--> S2 | S4 --H--> S4 | S2 --C--> S1,
D+A*HE+J*B*L+J*,A B D E H J L,S6 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --D--> S7 | S7 --A--> S3 | S7 --D--> S7 | S7 --H--> S1 | S3 --A--> S3 | S3 --H--> S1 | S1 --E--> S8 | S8 --B--> S4 | S8 --E--> S8 | S8 --J--> S5 | S8 --L--> S6 | S5 --B--> S4 | S5 --J--> S5 | S5 --L--> S6 | S4 --B--> S4 | S4 --L--> S6 | S6 --J--> S2 | S6 --L--> S6 | S2 --J--> S2,
H*BE+IB*J*|K+E+,B E H I J K,S8 S7 S2 S5,S0 S1 S2 S3 S4 S5 S6 S7 S8,S1 --B--> S0 | S1 --H--> S1 | S6 --B--> S0 | S6 --H--> S1 | S6 --K--> S4 | S0 --E--> S3 | S3 --E--> S3 | S3 --I--> S8 | S8 --B--> S7 | S8 --J--> S2 | S7 --B--> S7 | S7 --J--> S2 | S2 --J--> S2 | S4 --E--> S5 | S4 --K--> S4 | S5 --E--> S5,
[GIB]*,B G I [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --G--> S2 | S2 --I--> S3 | S3 --B--> S5 | S5 --]--> S4 | S4 --]--> S4,
[FBCAL]*,A B C F L [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --F--> S2 | S2 --B--> S3 | S3 --C--> S4 | S4 --A--> S5 | S5 --L--> S7 | S7 --]--> S6 | S6 --]--> S6,
[HLJ]+,H J L [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --H--> S2 | S2 --L--> S3 | S3 --J--> S4 | S4 --]--> S5 | S5 --]--> S5,
[HEDILG],D E G H I L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --H--> S3 | S3 --E--> S4 | S4 --D--> S5 | S5 --I--> S6 | S6 --L--> S7 | S7 --G--> S8 | S8 --]--> S1,
[CJADB]+,A B C D J [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --C--> S2 | S2 --J--> S3 | S3 --A--> S4 | S4 --D--> S5 | S5 --B--> S6 | S6 --]--> S7 | S7 --]--> S7,
[ACLE]*,A C E L [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --A--> S2 | S2 --C--> S3 | S3 --L--> S4 | S4 --E--> S6 | S6 --]--> S5 | S5 --]--> S5,
[FGBHIJ]+,B F G H I J [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --F--> S2 | S2 --G--> S3 | S3 --B--> S4 | S4 --H--> S5 | S5 --I--> S6 | S6 --J--> S7 | S7 --]--> S8 | S8 --]--> S8,
[EHFCB]*,B C E F H [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --E--> S2 | S2 --H--> S3 | S3 --F--> S4 | S4 --C--> S5 | S5 --B--> S7 | S7 --]--> S6 | S6 --]--> S6,
[EDBGJA]+,A B D E G J [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --E--> S2 | S2 --D--> S3 | S3 --B--> S4 | S4 --G--> S5 | S5 --J--> S6 | S6 --A--> S7 | S7 --]--> S8 | S8 --]--> S8,
L*LK|K+,K L,S0 S1,S0 S1 S2 S3,S2 --K--> S0 | S2 --L--> S2 | S3 --K--> S1 | S3 --L--> S2 | S1 --K--> S1,
[LAJI]+,A I J L [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --L--> S2 | S2 --A--> S3 | S3 --J--> S4 | S4 --I--> S5 | S5 --]--> S6 | S6 --]--> S6,
[FHLJDE]*,D E F H J L [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --F--> S2 | S2 --H--> S3 | S3 --L--> S4 | S4 --J--> S5 | S5 --D--> S6 | S6 --E--> S8 | S8 --]--> S7 | S7 --]--> S7,
[FBLGEC],B C E F G L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --F--> S3 | S3 --B--> S4 | S4 --L--> S5 | S5 --G--> S6 | S6 --E--> S7 | S7 --C--> S8 | S8 --]--> S1,
[AHJK]+,A H J K [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --A--> S2 | S2 --H--> S3 | S3 --J--> S4 | S4 --K--> S5 | S5 --]--> S6 | S6 --]--> S6,
[GIAH]*,A G H I [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --G--> S2 | S2 --I--> S3 | S3 --A--> S4 | S4 --H--> S6 | S6 --]--> S5 | S5 --]--> S5,
[IGBEHF]+,B E F G H I [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --I--> S2 | S2 --G--> S3 | S3 --B--> S4 | S4 --E--> S5 | S5 --H--> S6 | S6 --F--> S7 | S7 --]--> S8 | S8 --]--> S8,
[HFGBIK],B F G H I K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --H--> S3 | S3 --F--> S4 | S4 --G--> S5 | S5 --B--> S6 | S6 --I--> S7 | S7 --K--> S8 | S8 --]--> S1,
[JFDAKC],A C D F J K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --J--> S3 | S3 --F--> S4 | S4 --D--> S5 | S5 --A--> S6 | S6 --K--> S7 | S7 --C--> S8 | S8 --]--> S1,
C*|G*E*DB+K+|J*B*|K+D*,B C D E G J K,S5 S10 S7 S8 S4 S9 S2,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S5 --C--> S5 | S10 --B--> S4 | S10 --C--> S5 | S10 --D--> S0 | S10 --E--> S1 | S10 --G--> S6 | S10 --J--> S8 | S10 --K--> S9 | S6 --D--> S0 | S6 --E--> S1 | S6 --G--> S6 | S1 --D--> S0 | S1 --E--> S1 | S0 --B--> S3 | S3 --B--> S3 | S3 --K--> S7 | S7 --K--> S7 | S8 --B--> S4 | S8 --J--> S8 | S4 --B--> S4 | S9 --D--> S2 | S9 --K--> S9 | S2 --D--> S2,
[LEBJD]*,B D E J L [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --L--> S2 | S2 --E--> S3 | S3 --B--> S4 | S4 --J--> S5 | S5 --D--> S7 | S7 --]--> S6 | S6 --]--> S6,
[DKG]*,D G K [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --D--> S2 | S2 --K--> S3 | S3 --G--> S5 | S5 --]--> S4 | S4 --]--> S4,
C*|L*B*L+J+LA|D+H*F,A B C D F H J L,S5 S10 S2 S1,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S5 --C--> S5 | S10 --B--> S3 | S10 --C--> S5 | S10 --D--> S8 | S10 --L--> S9 | S9 --B--> S3 | S9 --J--> S7 | S9 --L--> S9 | S3 --B--> S3 | S3 --L--> S6 | S6 --J--> S7 | S6 --L--> S6 | S7 --J--> S7 | S7 --L--> S0 | S0 --A--> S2 | S8 --D--> S8 | S8 --F--> S1 | S8 --H--> S4 | S4 --F--> S1 | S4 --H--> S4,
[AFDK],A D F K [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --A--> S3 | S3 --F--> S4 | S4 --D--> S5 | S5 --K--> S6 | S6 --]--> S1,
[CDEAKJ],A C D E J K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --C--> S3 | S3 --D--> S4 | S4 --E--> S5 | S5 --A--> S6 | S6 --K--> S7 | S7 --J--> S8 | S8 --]--> S1,
[GBELKF]*,B E F G K L [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --G--> S2 | S2 --B--> S3 | S3 --E--> S4 | S4 --L--> S5 | S5 --K--> S6 | S6 --F--> S8 | S8 --]--> S7 | S7 --]--> S7,
I+B*A*AB*|J+C*,A B C I J,S5 S1 S4 S2,S0 S1 S2 S3 S4 S5 S6,S6 --A--> S5 | S6 --B--> S3 | S6 --I--> S6 | S0 --I--> S6 | S0 --J--> S4 | S3 --A--> S5 | S3 --B--> S3 | S5 --A--> S5 | S5 --B--> S1 | S1 --B--> S1 | S4 --C--> S2 | S4 --J--> S4 | S2 --C--> S2,
[DJK],D J K [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --D--> S3 | S3 --J--> S4 | S4 --K--> S5 | S5 --]--> S1,
[KCAL],A C K L [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --K--> S3 | S3 --C--> S4 | S4 --A--> S5 | S5 --L--> S6 | S6 --]--> S1,
HL*|H*H+|H*C*C|E*,C E H L,S4 S5 S1 S3 S2 S0,S0 S1 S2 S3 S4 S5,S4 --C--> S2 | S4 --E--> S0 | S4 --H--> S5 | S5 --C--> S2 | S5 --H--> S3 | S5 --L--> S1 | S1 --L--> S1 | S3 --C--> S2 | S3 --H--> S3 | S2 --C--> S2 | S0 --E--> S0,
[BJF]+,B F J [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --B--> S2 | S2 --J--> S3 | S3 --F--> S4 | S4 --]--> S5 | S5 --]--> S5,
[CHKL],C H K L [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --C--> S3 | S3 --H--> S4 | S4 --K--> S5 | S5 --L--> S6 | S6 --]--> S1,
K*K+|K*I*,I K,S2 S1 S0,S0 S1 S2,S2 --I--> S0 | S2 --K--> S2 | S1 --I--> S0 | S1 --K--> S2 | S0 --I--> S0,
[KHF],F H K [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --K--> S3 | S3 --H--> S4 | S4 --F--> S5 | S5 --]--> S1,
[LGJ]+,G J L [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --L--> S2 | S2 --G--> S3 | S3 --J--> S4 | S4 --]--> S5 | S5 --]--> S5,
[GFDEIJ]*,D E F G I J [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --G--> S2 | S2 --F--> S3 | S3 --D--> S4 | S4 --E--> S5 | S5 --I--> S6 | S6 --J--> S8 | S8 --]--> S7 | S7 --]--> S7,
H+|LL+B+,B H L,S2 S4,S0 S1 S2 S3 S4,S2 --H--> S2 | S1 --H--> S2 | S1 --L--> S0 | S0 --L--> S3 | S3 --B--> S4 | S3 --L--> S3 | S4 --B--> S4,
[GKEHI]+,E G H I K [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --G--> S2 | S2 --K--> S3 | S3 --E--> S4 | S4 --H--> S5 | S5 --I--> S6 | S6 --]--> S7 | S7 --]--> S7,
[IKDBH],B D H I K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --I--> S3 | S3 --K--> S4 | S4 --D--> S5 | S5 --B--> S6 | S6 --H--> S7 | S7 --]--> S1,
[LDG]*,D G L [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --L--> S2 | S2 --D--> S3 | S3 --G--> S5 | S5 --]--> S4 | S4 --]--> S4,
[DHE]+,D E H [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --D--> S2 | S2 --H--> S3 | S3 --E--> S4 | S4 --]--> S5 | S5 --]--> S5,
[GEDHC]*,C D E G H [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --G--> S2 | S2 --E--> S3 | S3 --D--> S4 | S4 --H--> S5 | S5 --C--> S7 | S7 --]--> S6 | S6 --]--> S6,
[GCDJHB]+,B C D G H J [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --G--> S2 | S2 --C--> S3 | S3 --D--> S4 | S4 --J--> S5 | S5 --H--> S6 | S6 --B--> S7 | S7 --]--> S8 | S8 --]--> S8,
C*C*D*,C D,S2 S1 S0,S0 S1 S2,S2 --C--> S2 | S2 --D--> S0 | S1 --C--> S2 | S1 --D--> S0 | S0 --D--> S0,
G|F*EK*,E F G K,S0 S3 S2,S0 S1 S2 S3 S4,S4 --E--> S3 | S4 --F--> S1 | S4 --G--> S0 | S1 --E--> S3 | S1 --F--> S1 | S3 --K--> S2 | S2 --K--> S2,
F*BJ*|I,B F I J,S3 S2 S0,S0 S1 S2 S3 S4,S1 --B--> S3 | S1 --F--> S1 | S4 --B--> S3 | S4 --F--> S1 | S4 --I--> S0 | S3 --J--> S2 | S2 --J--> S2,
[IKEAH],A E H I K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --I--> S3 | S3 --K--> S4 | S4 --E--> S5 | S5 --A--> S6 | S6 --H--> S7 | S7 --]--> S1,
[IALFB]*,A B F I L [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --I--> S2 | S2 --A--> S3 | S3 --L--> S4 | S4 --F--> S5 | S5 --B--> S7 | S7 --]--> S6 | S6 --]--> S6,
DF+A|G*,A D F G,S4 S1 S2,S0 S1 S2 S3 S4,S4 --D--> S0 | S4 --G--> S2 | S0 --F--> S3 | S3 --A--> S1 | S3 --F--> S3 | S2 --G--> S2,
[KDB]*,B D K [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --K--> S2 | S2 --D--> S3 | S3 --B--> S5 | S5 --]--> S4 | S4 --]--> S4,
[FHGBK],B F G H K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --F--> S3 | S3 --H--> S4 | S4 --G--> S5 | S5 --B--> S6 | S6 --K--> S7 | S7 --]--> S1,
C*E*JH|G,C E G H J,S1 S2,S0 S1 S2 S3 S4 S5,S4 --C--> S4 | S4 --E--> S3 | S4 --J--> S0 | S5 --C--> S4 | S5 --E--> S3 | S5 --G--> S2 | S5 --J--> S0 | S3 --E--> S3 | S3 --J--> S0 | S0 --H--> S1,
[EHFADK]+,A D E F H K [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --E--> S2 | S2 --H--> S3 | S3 --F--> S4 | S4 --A--> S5 | S5 --D--> S6 | S6 --K--> S7 | S7 --]--> S8 | S8 --]--> S8,
[HDEGKI]+,D E G H I K [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --H--> S2 | S2 --D--> S3 | S3 --E--> S4 | S4 --G--> S5 | S5 --K--> S6 | S6 --I--> S7 | S7 --]--> S8 | S8 --]--> S8,
[LGEHD],D E G H L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --L--> S3 | S3 --G--> S4 | S4 --E--> S5 | S5 --H--> S6 | S6 --D--> S7 | S7 --]--> S1,
HK+K*,H K,S3 S2,S0 S1 S2 S3,S0 --H--> S1 | S1 --K--> S2 | S3 --K--> S3 | S2 --K--> S3,
[JBHKAG]*,A B G H J K [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --J--> S2 | S2 --B--> S3 | S3 --H--> S4 | S4 --K--> S5 | S5 --A--> S6 | S6 --G--> S8 | S8 --]--> S7 | S7 --]--> S7,
I+L|C+J|C*K|L+F,C F I J K L,S2 S3 S1 S0,S0 S1 S2 S3 S4 S5 S6 S7,S4 --I--> S4 | S4 --L--> S2 | S7 --C--> S6 | S7 --I--> S4 | S7 --K--> S1 | S7 --L--> S5 | S6 --C--> S6 | S6 --J--> S3 | S6 --K--> S1 | S5 --F--> S0 | S5 --L--> S5,
LF*|I*F*H|CD+L*G,C D F G H I L,S6 S5 S2 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S9 --C--> S0 | S9 --F--> S3 | S9 --H--> S2 | S9 --I--> S7 | S9 --L--> S6 | S6 --F--> S5 | S5 --F--> S5 | S7 --F--> S3 | S7 --H--> S2 | S7 --I--> S7 | S3 --F--> S3 | S3 --H--> S2 | S0 --D--> S8 | S8 --D--> S8 | S8 --G--> S1 | S8 --L--> S4 | S4 --G--> S1 | S4 --L--> S4,
[HLJAFK],A F H J K L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --H--> S3 | S3 --L--> S4 | S4 --J--> S5 | S5 --A--> S6 | S6 --F--> S7 | S7 --K--> S8 | S8 --]--> S1,
F+|J*F+A+,A F J,S4 S2,S0 S1 S2 S3 S4,S4 --A--> S2 | S4 --F--> S4 | S3 --F--> S4 | S3 --J--> S0 | S0 --F--> S1 | S0 --J--> S0 | S1 --A--> S2 | S1 --F--> S1 | S2 --A--> S2,
AL*|G+A*|F+A+|K+,A F G K L,S6 S2 S7 S3 S4 S1,S0 S1 S2 S3 S4 S5 S6 S7,S5 --A--> S6 | S5 --F--> S0 | S5 --G--> S7 | S5 --K--> S1 | S6 --L--> S2 | S2 --L--> S2 | S7 --A--> S3 | S7 --G--> S7 | S3 --A--> S3 | S0 --A--> S4 | S0 --F--> S0 | S4 --A--> S4 | S1 --K--> S1,
[CHLEF],C E F H L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --C--> S3 | S3 --H--> S4 | S4 --L--> S5 | S5 --E--> S6 | S6 --F--> S7 | S7 --]--> S1,
A*F*I+,A F I,S1,S0 S1 S2 S3,S2 --A--> S2 | S2 --F--> S0 | S2 --I--> S1 | S3 --A--> S2 | S3 --F--> S0 | S3 --I--> S1 | S0 --F--> S0 | S0 --I--> S1 | S1 --I--> S1,
[GIEJH]+,E G H I J [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --G--> S2 | S2 --I--> S3 | S3 --E--> S4 | S4 --J--> S5 | S5 --H--> S6 | S6 --]--> S7 | S7 --]--> S7,
JE+HD+H*G*H+I+,D E G H I J,S4,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --J--> S1 | S1 --E--> S5 | S5 --E--> S5 | S5 --H--> S2 | S2 --D--> S7 | S7 --D--> S7 | S7 --G--> S3 | S7 --H--> S8 | S8 --G--> S3 | S8 --H--> S8 | S8 --I--> S4 | S3 --G--> S3 | S3 --H--> S6 | S6 --H--> S6 | S6 --I--> S4 | S4 --I--> S4,
[KBC],B C K [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --K--> S3 | S3 --B--> S4 | S4 --C--> S5 | S5 --]--> S1,
[BIL]*,B I L [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --B--> S2 | S2 --I--> S3 | S3 --L--> S5 | S5 --]--> S4 | S4 --]--> S4,
G+|DJF*|G*L+,D F G J L,S5 S3 S1 S2,S0 S1 S2 S3 S4 S5,S5 --G--> S5 | S5 --L--> S2 | S4 --D--> S0 | S4 --G--> S5 | S4 --L--> S2 | S0 --J--> S3 | S3 --F--> S1 | S1 --F--> S1 | S2 --L--> S2,
[CEDJL],C D E J L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --C--> S3 | S3 --E--> S4 | S4 --D--> S5 | S5 --J--> S6 | S6 --L--> S7 | S7 --]--> S1,
[IGCLH]+,C G H I L [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --I--> S2 | S2 --G--> S3 | S3 --C--> S4 | S4 --L--> S5 | S5 --H--> S6 | S6 --]--> S7 | S7 --]--> S7,
I|C*A*BH,A B C H I,S0 S2,S0 S1 S2 S3 S4 S5,S5 --A--> S3 | S5 --B--> S1 | S5 --C--> S4 | S5 --I--> S0 | S4 --A--> S3 | S4 --B--> S1 | S4 --C--> S4 | S3 --A--> S3 | S3 --B--> S1 | S1 --H--> S2,
J+DG|A+A+A*|IE*,A D E G I J,S1 S8 S7 S6 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8,S3 --D--> S0 | S3 --J--> S3 | S4 --A--> S5 | S4 --I--> S6 | S4 --J--> S3 | S0 --G--> S1 | S5 --A--> S7 | S8 --A--> S8 | S7 --A--> S8 | S6 --E--> S2 | S2 --E--> S2,
G*CC*,C G,S3 S0,S0 S1 S2 S3,S1 --C--> S3 | S1 --G--> S1 | S2 --C--> S3 | S2 --G--> S1 | S3 --C--> S0 | S0 --C--> S0,
J+|K+D*I*IC*F+D|K+,C D F I J K,S4 S7 S0,S0 S1 S2 S3 S4 S5 S6 S7,S4 --J--> S4 | S2 --J--> S4 | S2 --K--> S7 | S7 --D--> S5 | S7 --I--> S6 | S7 --K--> S7 | S5 --D--> S5 | S5 --I--> S6 | S6 --C--> S1 | S6 --F--> S3 | S6 --I--> S6 | S1 --C--> S1 | S1 --F--> S3 | S3 --D--> S0 | S3 --F--> S3,
[EJAI],A E I J [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --E--> S3 | S3 --J--> S4 | S4 --A--> S5 | S5 --I--> S6 | S6 --]--> S1,
[JBFELI],B E F I J L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --J--> S3 | S3 --B--> S4 | S4 --F--> S5 | S5 --E--> S6 | S6 --L--> S7 | S7 --I--> S8 | S8 --]--> S1,
[DJA]*,A D J [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --D--> S2 | S2 --J--> S3 | S3 --A--> S5 | S5 --]--> S4 | S4 --]--> S4,
[KIL],I K L [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --K--> S3 | S3 --I--> S4 | S4 --L--> S5 | S5 --]--> S1,
[IJDEB],B D E I J [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --I--> S3 | S3 --J--> S4 | S4 --D--> S5 | S5 --E--> S6 | S6 --B--> S7 | S7 --]--> S1,
[DGHFAE],A D E F G H [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --D--> S3 | S3 --G--> S4 | S4 --H--> S5 | S5 --F--> S6 | S6 --A--> S7 | S7 --E--> S8 | S8 --]--> S1,
[JAHGDF],A D F G H J [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --J--> S3 | S3 --A--> S4 | S4 --H--> S5 | S5 --G--> S6 | S6 --D--> S7 | S7 --F--> S8 | S8 --]--> S1,
[DLE]+,D E L [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --D--> S2 | S2 --L--> S3 | S3 --E--> S4 | S4 --]--> S5 | S5 --]--> S5,
A+E*|EB+I+DG|A+K+,A B D E G I K,S8 S4 S2 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S8 --A--> S8 | S8 --E--> S4 | S8 --K--> S7 | S3 --A--> S8 | S3 --E--> S0 | S4 --E--> S4 | S0 --B--> S5 | S5 --B--> S5 | S5 --I--> S6 | S6 --D--> S1 | S6 --I--> S6 | S1 --G--> S2 | S7 --K--> S7,
C*BE*,B C E,S3 S0,S0 S1 S2 S3,S1 --B--> S3 | S1 --C--> S1 | S2 --B--> S3 | S2 --C--> S1 | S3 --E--> S0 | S0 --E--> S0,
[DEHF],D E F H [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --D--> S3 | S3 --E--> S4 | S4 --H--> S5 | S5 --F--> S6 | S6 --]--> S1,
F*A+K+|A*A,A F K,S4 S2,S0 S1 S2 S3 S4,S0 --A--> S1 | S0 --F--> S0 | S3 --A--> S4 | S3 --F--> S0 | S1 --A--> S1 | S1 --K--> S2 | S4 --A--> S4 | S4 --K--> S2 | S2 --K--> S2,
